abbrev:keyword,airport:text,region:text,city:keyword,city_location:geo_point,city_boundary:geo_shape
ADJ,Marka Int'l,لواء قصبة عمان,Amman,POINT(35.9328 31.9497),"POLYGON((35.8695028 31.941820399610826\,35.93885399999999 31.90306419961238\,35.950011999999994 31.94254879961081\,35.9160231 31.992790599608856\,35.8854674 31.965998399609887\,35.86980679999999 31.97409059960958\,35.8695028 31.941820399610826))"
ADL,Adelaide Int'l,Adelaide City Council,Adelaide,POINT(138.6 -34.9275),"POLYGON((138.5772193 -34.90881289986958\,138.5827093 -34.94179089987654\,138.6242167 -34.939863199876136\,138.6101393 -34.90242669986822\,138.5772193 -34.90881289986958))"
AGT,Guaraní Int'l,Ciudad del Este,Ciudad del Este,POINT(-54.6167 -25.5167),"POLYGON((-54.74022089999999 -25.597737399693862\,-54.70723019999999 -25.574181199697158\,-54.693204 -25.538806399702125\,-54.6174154 -25.537929299702245\,-54.59390729999999 -25.55354429970005\,-54.601445600000005 -25.50308869970716\,-54.6391189 -25.477848699710712\,-54.6279606 -25.45921189971335\,-54.6482413 -25.44326659971561\,-54.668452099999996 -25.46851839971204\,-54.683043399999995 -25.432557799717127\,-54.7103375 -25.443409099715588\,-54.71102419999999 -25.424496099718272\,-54.6698397 -25.41437599971971\,-54.700115399999994 -25.394905999722468\,-54.7149781 -25.41690419971935\,-54.725842099999994 -25.38671399972363\,-54.73900209999999 -25.404794499721064\,-54.71906580000001 -25.415569899719536\,-54.74022089999999 -25.597737399693862))"
AGU,Lic. Jesús Terán Peredo Int'l,Municipio de Aguascalientes,Aguascalientes,POINT(-102.296 21.876),"POLYGON((-102.58314250000001 21.747102300410013\,-102.45686369999999 21.698087500410132\,-102.4610664 21.679259000410156\,-102.32572199999998 21.622266400410176\,-102.29537069999999 21.65309870041018\,-102.3039903 21.66668470041017\,-102.2376175 21.652001300410173\,-102.2142667 21.694818800410133\,-102.1778859 21.68815530041014\,-102.17143270000001 21.707000900410115\,-102.1420997 21.705374200410123\,-102.08618059999999 21.767263800409946\,-102.09457049999999 21.777701600409905\,-102.06450759999998 21.796204800409832\,-102.10498239999998 21.803030200409797\,-102.15345090000001 21.78887050040986\,-102.15786789999999 21.82971320040966\,-102.1760409 21.843824100409584\,-102.1750529 21.870537400409418\,-102.15713489999999 21.86924390040943\,-102.1642017 21.93712420040892\,-102.1312987 21.93720520040892\,-102.13188669999998 21.976838300408566\,-102.0973414 21.960911700408708\,-102.0681763 21.97100320040861\,-102.11598319999999 22.03727570040793\,-102.10368059999999 22.057410200407695\,-102.1408806 22.07534250040748\,-102.1346341 22.02901320040802\,-102.1584413 22.016551400408158\,-102.1662271 22.0397256004079\,-102.2228153 22.031466000407992\,-102.22909499999999 21.99920250040834\,-102.2077711 21.994715300408384\,-102.2031726 21.97155380040861\,-102.22761589999999 21.974778300408584\,-102.26456169999999 21.94335490040887\,-102.28988129999999 21.962761000408687\,-102.2909225 21.938925500408903\,-102.34340439999998 21.939010100408908\,-102.33072549999999 21.913632800409108\,-102.39660759999998 21.90593760040917\,-102.3886924 21.894148700409254\,-102.4204929 21.88641990040931\,-102.45647780000002 21.81758880040973\,-102.5348425 21.81010880040976\,-102.5448259 21.802539100409803\,-102.52961849999998 21.78453640040988\,-102.5538942 21.7800026004099\,-102.5593833 21.755118200409985\,-102.58314250000001 21.747102300410013))"
AKL,Auckland Int'l,Auckland,Auckland,POINT(174.74 -36.8406),"POLYGON((173.89632839999996 -36.55862860024241\,173.99368309999997 -36.638886900261205\,174.1407834 -36.8221840003041\,174.17016989999996 -36.867166900314594\,174.2492078 -37.12579680037478\,174.3391445 -37.21436390039524\,174.4262259 -37.36447380042973\,174.6583107 -37.29307570041336\,174.6998809 -37.261578100406126\,174.7388824 -37.26793880040759\,174.8063189 -37.22683570039812\,174.84811759999997 -37.23419920039981\,174.8503582 -37.251168900403734\,174.88679009999998 -37.230632900399\,174.9307639 -37.23310910039956\,174.92994369999997 -37.20623310039337\,174.9479864 -37.19574410039094\,174.973221 -37.19476460039072\,174.99025809999998 -37.21658550039575\,175.0544715 -37.1807925003875\,175.1307393 -37.18637510038878\,175.1538967 -37.136112800377155\,175.14081789999997 -37.098731600368495\,175.1607844 -37.01591470034927\,175.18476249999998 -37.040764900355036\,175.38864519999998 -37.021897400350646\,175.3793214 -36.96263070033686\,175.31100729999997 -36.83838450030787\,175.2666375 -36.703843700276416\,175.16308440000003 -36.523933600234294\,175.25101879999997 -36.39972400020524\,175.41692079999999 -36.379889200200594\,175.6281164 -36.385033200201796\,175.9032151 -36.2582459001722\,175.7788941 -36.228057500165164\,175.7549156 -36.18574800015532\,175.76243699999998 -36.100828000135586\,175.73615439999998 -36.02975650011912\,175.54684019999996 -35.85854430007968\,175.46644949999998 -35.82953150007303\,175.3786851 -35.82533090007205\,175.3117225 -35.763456100057915\,175.1823073 -35.70644660004493\,175.03154839999996 -35.69922970004328\,174.9321011 -35.72474020004909\,174.91137840000002 -35.71327300004649\,174.8930449 -35.86590260008135\,174.80431519999996 -35.98996010010992\,174.6059105 -36.12162360014041\,174.58089659999996 -36.166394400150814\,174.47826199999997 -36.22956280016552\,174.46772240000004 -36.26008790017262\,174.45383379999998 -36.25328210017104\,174.34242019999996 -36.319824100186565\,174.23912439999998 -36.29626080018107\,174.1930703 -36.40157050020567\,173.89632839999996 -36.55862860024241))"
ALA,Almaty Int'l,Жетісу ауданы,Almaty,POINT(76.8958 43.2775),"POLYGON((76.885698 43.26381740054114\,76.9666772 43.27216610054122\,76.9735231 43.29313060054141\,76.93005329999998 43.30173190054148\,76.9327493 43.345579400541766\,76.9635607 43.37981550054191\,76.92919960000002 43.379821800541905\,76.90891979999999 43.3519967005418\,76.9203272 43.343218000541754\,76.885698 43.26381740054114))"
ALB,Albany Int'l,Town of Colonie,Colonie,POINT(-73.7874 42.7396),"POLYGON((-73.9335441 42.76063960052911\,-73.812511 42.69028200052635\,-73.72322899999999 42.672832000525624\,-73.702365 42.70056700052677\,-73.71897 42.7367100005282\,-73.694217 42.73233300052803\,-73.6842 42.75757300052901\,-73.73173099999998 42.7654270005293\,-73.730222 42.78741100053009\,-73.710722 42.79443600053035\,-73.72694200000001 42.822542000531335\,-73.767061 42.78598300053006\,-73.9335441 42.76063960052911))"
ALC,Alicante,Alacant / Alicante,Alicante,POINT(-0.4831 38.3453),"POLYGON((-0.656695 38.38226350003645\,-0.6404668 38.344796100031076\,-0.5684628 38.301821100024895\,-0.5416406 38.30579390002546\,-0.5247128 38.274982300021044\,-0.5085113 38.33022290002898\,-0.4943658 38.31901100002736\,-0.4951934 38.334019000029514\,-0.4449034 38.36286310003366\,-0.4026695 38.352828400032216\,-0.4080511 38.3832620000366\,-0.466863 38.39606170003844\,-0.4696039 38.41128280004063\,-0.4928542 38.40038730003906\,-0.4974937 38.380087000036134\,-0.5514566 38.3979783000387\,-0.5482799 38.432273000043665\,-0.5950592 38.47412800004968\,-0.6147584 38.47632410005001\,-0.5914258 38.45623090004711\,-0.6106487 38.42826900004307\,-0.5780189 38.398433800038774\,-0.6246816 38.39959470003894\,-0.656695 38.38226350003645))"
ALG,Houari Boumediene,Alger,Algiers,POINT(3.0589 36.7539),"POLYGON((2.7996922 36.650352199806036\,2.8862022 36.632082699803895\,2.879065199999999 36.61985339980247\,2.922739 36.59671119979979\,2.953395 36.610131899801345\,2.959775 36.58793849979878\,2.976245899999999 36.59519519979962\,2.9913886 36.57958279979783\,3.0343189 36.61799429980226\,3.0634584 36.62104609980262\,3.0574245 36.5794267997978\,3.0902805 36.595277899799626\,3.1113806 36.58155369979806\,3.1322861 36.60470429980072\,3.1246128 36.620198799802516\,3.14995 36.6346501998042\,3.1472378 36.65293449980633\,3.176918 36.64042179980486\,3.2043922 36.654928999806565\,3.2052921 36.67268879980866\,3.216795 36.66570679980782\,3.2589722 36.69134819981085\,3.2560883 36.71561889981371\,3.2709307 36.69785609981162\,3.3799583 36.72557429981489\,3.380094300000001 36.76515459981961\,3.3481503 36.75731589981867\,3.3601695 36.78192749982161\,3.2308279 36.81552069982565\,3.2361064 36.7909174998227\,3.217698599999999 36.76380069981944\,3.1187049 36.74276459981693\,3.0620326 36.76320759981937\,3.0659982 36.78639999982214\,3.0681379 36.786594499822186\,3.0682046 36.78304789982175\,3.0716871 36.77956659982134\,3.0783565 36.77705689982103\,3.0696513 36.78850929982241\,3.0106718 36.82060019982627\,2.894585999999999 36.80500879982439\,2.8815919 36.770571099820245\,2.8582353 36.76007829981899\,2.8473379 36.76551429981965\,2.8417541 36.76448069981952\,2.837703 36.76211399981924\,2.8398102 36.73395949981588\,2.803332 36.69869449981171\,2.802722 36.675448099808975\,2.8227034 36.661486299807336\,2.7996922 36.650352199806036))"
ALL,Albenga,Albenga,Albenga,POINT(8.2167 44.05),"POLYGON((8.099414999999999 44.07159540053011\,8.154714799999999 44.056780900530676\,8.1675749 44.03167070053156\,8.2271012 44.045394900531086\,8.2259565 44.07234830053008\,8.1900147 44.10105270052895\,8.1614687 44.09857950052906\,8.168794299999998 44.06908330053021\,8.099414999999999 44.07159540053011))"
ALP,Aleppo Int'l,ناحية جبل سمعان,Aleppo,POINT(37.16 36.2),"POLYGON((36.9951599 36.13735369974946\,37.0034319 36.11194089974685\,37.080100099999996 36.07565049974314\,37.0801635 36.0336659997389\,37.140661 36.0086817997364\,37.1520605 36.04089699973963\,37.211676399999995 36.03507589973904\,37.2654493 36.147505199750505\,37.3009288 36.1675193997526\,37.2258793 36.22178749975829\,37.24104979999999 36.258252599762166\,37.2833429 36.284219499764944\,37.2881065 36.332341699770154\,37.2298489 36.33206509977011\,37.2050766 36.35996009977316\,37.1330861 36.33960159977094\,37.10272350000001 36.28856079976542\,37.101757899999996 36.24754149976102\,37.02069079999999 36.23966739976019\,36.9951599 36.13735369974946))"
AMA,Amarillo Int'l,Amarillo,Amarillo,POINT(-101.8316 35.1984),"POLYGON((-101.956244 35.161680699663016\,-101.95606099999999 35.12445769966033\,-101.921987 35.13185169966086\,-101.93782799999998 35.10219769965874\,-101.91059700000001 35.11476269965963\,-101.883655 35.102000699658724\,-101.86603899999999 35.12017469966001\,-101.87956499999999 35.139717699661425\,-101.83077899999999 35.14942669966213\,-101.82701399999999 35.17661969966412\,-101.822032 35.14944269966213\,-101.795325 35.14949969966213\,-101.79539899999999 35.16757769966346\,-101.76007099999998 35.18576869966479\,-101.6894641 35.18587769966479\,-101.6891785 35.20743779966641\,-101.6538654 35.22205569966749\,-101.653777 35.25089729966967\,-101.706764 35.23474069966844\,-101.706726 35.246193699669305\,-101.7425649 35.23618329966856\,-101.8111088 35.25098919966966\,-101.813294 35.294356699672996\,-101.840015 35.294458699673\,-101.840012 35.26685669967088\,-101.86647799999999 35.265863699670795\,-101.8841 35.23841769966872\,-101.92081299999998 35.26500969967074\,-101.91049399999999 35.22123069966743\,-101.93707699999999 35.20612969966629\,-101.94039599999999 35.16177069966303\,-101.956244 35.161680699663016))"
AMD,Sardar Vallabhbhai Patel Int'l,Ahmedabad District,Ahmedabad,POINT(72.58 23.03),"POLYGON((71.8399849 22.325739100403485\,71.85767249999999 22.31675440040366\,71.85205109999998 22.290552000404155\,71.880314 22.253923800404806\,71.9293418 22.2714925004045\,71.94335509999999 22.25296880040483\,72.0311897 22.244741600404968\,72.0182182 22.1947826004058\,72.0394783 22.15880470040634\,72.0320719 22.121182500406878\,72.06007199999999 22.103323900407116\,72.0802783 22.055299400407716\,72.1233071 22.0572604004077\,72.17534659999998 21.990746200408427\,72.26363 21.983167200408502\,72.311368 22.121623900406878\,72.29132649999998 22.22407810040532\,72.3608705 22.261486700404674\,72.362378 22.295420100404066\,72.40157099999999 22.353105900402937\,72.3850052 22.37265480040254\,72.3447422 22.379863500402386\,72.36797779999999 22.407228600401798\,72.3733388 22.446818800400923\,72.3559305 22.440437700401063\,72.3768072 22.452395000400784\,72.3757291 22.473287100400302\,72.40987469999999 22.477102900400215\,72.4387687 22.50919160039944\,72.4262692 22.571727300397846\,72.4656488 22.57749810039769\,72.50381409999999 22.60592380039693\,72.51148049999999 22.633060900396174\,72.5354204 22.626262400396367\,72.5372573 22.65224820039563\,72.5693245 22.653680000395585\,72.5270722 22.678010300394888\,72.5440784 22.693028000394442\,72.5179806 22.700584700394216\,72.5406562 22.711466000393894\,72.5238891 22.733232700393216\,72.5396679 22.751291100392667\,72.5209003 22.75250370039262\,72.5220509 22.795799500391233\,72.57034679999998 22.826886600390218\,72.6080389 22.81357530039066\,72.60809879999998 22.886190700388184\,72.63376899999999 22.88176190038834\,72.6437753 22.897391900387788\,72.6891813 22.879613100388415\,72.72457799999998 22.914319500387187\,72.7912078 22.90794920038741\,72.80486639999998 22.941696400386196\,72.84262189999998 22.967114000385266\,72.83517119999999 23.001478600383958\,72.80723329999998 23.026462200383005\,72.8154516 23.037737800382565\,72.7663564 23.05989140038169\,72.7779221 23.07856710038094\,72.766056 23.09544410038026\,72.7165961 23.095384900380264\,72.7098369 23.110582200379643\,72.6103593 23.09151410038042\,72.6121774 23.126020100379005\,72.56307760000001 23.116034700379416\,72.562619 23.137270200378534\,72.54058069999999 23.132271600378743\,72.54079339999998 23.164962700377362\,72.53092279999998 23.149238800378026\,72.5103235 23.159932000377584\,72.50414369999999 23.14476000037822\,72.48253579999998 23.144937600378213\,72.49799659999998 23.099714400380087\,72.45969809999998 23.083928800380725\,72.4717663 23.063618200381548\,72.43517369999999 23.04351030038234\,72.4276351 23.064968000381487\,72.3872474 23.05173890038201\,72.38426859999998 23.079677400380895\,72.33486619999998 23.108116900379738\,72.3064304 23.097727600380168\,72.3229862 23.055767700381853\,72.2953612 23.03880300038252\,72.28274219999999 23.08014830038088\,72.2565358 23.08738660038058\,72.26125279999998 23.101634500380012\,72.2378803 23.12047500037923\,72.159506 23.10571700037984\,72.16185869999998 23.14027330037841\,72.1878821 23.14415220037824\,72.1676969 23.197687300375957\,72.1849553 23.21408840037524\,72.1749249 23.272852000372627\,72.2004725 23.27948280037232\,72.2087536 23.31375930037074\,72.2509436 23.332938700369844\,72.2670276 23.352824500368904\,72.2602465 23.374562700367868\,72.2892838 23.398770900366692\,72.2566012 23.413329900365984\,72.2473182 23.445559100364388\,72.23290839999999 23.42877070036522\,72.2113925 23.438721200364732\,72.211735 23.424003000365456\,72.191007 23.416573100365827\,72.1530417 23.4513481003641\,72.0877365 23.459419000363695\,72.0519329 23.443338800364497\,72.02576819999999 23.478029100362754\,72.0344453 23.508186200361216\,71.998445 23.49892070036169\,71.9634839 23.46184960036357\,71.96839299999999 23.409223700366184\,71.95606449999998 23.387615500367232\,71.870465 23.38180640036752\,71.8944316 23.329380500370007\,71.8762137 23.309792100370924\,71.8699993 23.218528700375053\,71.8970129 23.219098900375023\,71.90254019999999 23.25607620037338\,71.91972799999999 23.26406550037302\,71.9431848 23.236976500374233\,71.99569089999999 23.248452800373716\,71.9882797 23.209432300375447\,71.90609839999999 23.176227900376883\,71.8996478 23.10264570037996\,71.9187875 23.06607070038145\,71.9454908 23.062972500381566\,71.9522629 23.028904200382904\,71.973402 23.058605100381747\,72.0178537 23.050892800382044\,72.00875729999998 23.001745900383956\,72.0207719 22.992235900384312\,71.99567670000002 22.951899800385824\,72.0053053 22.924451800386823\,71.9895469 22.86298670038899\,72.0135826 22.8182183003905\,72.0343817 22.86001800038909\,72.0355833 22.809829400390786\,72.0571793 22.796701100391207\,72.0539983 22.75072720039268\,72.1081497 22.721237900393593\,72.0940013 22.67561950039496\,72.06766469999998 22.67514290039497\,72.05733589999998 22.69412060039441\,72.02301059999999 22.680191600394824\,72.06138819999998 22.65366200039559\,72.06361529999998 22.622074900396484\,72.0882724 22.623905600396427\,72.0863684 22.6106305003968\,72.1501749 22.58403900039752\,72.18940809999998 22.542379600398604\,72.14531679999999 22.51710180039924\,72.16401169999999 22.479735700400152\,72.0839012 22.435671500401178\,72.0530744 22.443138300401007\,72.0332589 22.506846400399496\,71.9669912 22.515601000399272\,71.970798 22.5387303003987\,71.94152230000002 22.548592900398447\,71.9134631 22.526504900399008\,71.93142639999999 22.50296610039959\,71.9166766 22.482549400400085\,71.9674228 22.492678200399844\,71.97226769999999 22.47267720040032\,71.9339901 22.453415900400767\,71.9448583 22.384873700402277\,71.9213497 22.380435200402374\,71.891972 22.42253270040147\,71.8606202 22.39625430040204\,71.8399849 22.325739100403485))"
